id,name,artist,songwriters,duration,genres,album,created_at,updated_at,ingested_at,valid_until
55982,nation,Kristin Lee,Richard Nolan,24:31,senior,true,2024-02-07T07:12:56.106079,2023-11-11T02:26:07.797150,2024-10-28 00:30:43.821005,
76669,according,Mark Ballard,Cheryl Hood,57:23,professional,economic,2023-04-05T07:58:37.580044,2024-05-17T16:09:47.773997,2024-10-28 00:30:43.821005,
92633,affect,Jessica Bennett,Laura Hayes,51:42,guy,sister,2023-09-20T04:09:19.914461,2023-12-22T16:28:52.432030,2024-10-28 00:30:43.821005,
40590,when,Jill Foley,Steve Garcia,44:27,do,course,2022-11-03T07:55:27.983042,2024-08-24T04:54:48.917709,2024-10-28 00:30:43.821005,
94961,debate,Anthony Bass,Ricardo Tucker,37:00,low,pretty,2024-05-28T12:41:33.037572,2024-04-09T09:41:11.332509,2024-10-28 00:30:43.821005,
27818,news,Dawn Diaz,Brian Diaz,06:00,notice,own,2022-12-06T02:21:59.422872,2024-10-05T21:54:31.844856,2024-10-28 00:30:43.821005,
38942,realize,Crystal Stewart,Emily Andrade,12:11,information,yourself,2023-10-07T13:07:36.984991,2024-07-19T09:08:48.596329,2024-10-28 00:30:43.821005,
9311,by,George Roberts,Mark Moore,05:49,above,prove,2024-04-14T07:16:23.633860,2024-07-06T14:30:17.139313,2024-10-28 00:30:43.821005,
81735,voice,Tony Johnson,Sandra Shelton,07:56,without,happy,2024-09-10T21:36:10.710307,2024-09-02T13:20:24.728396,2024-10-28 00:30:43.821005,
91526,increase,Roger Wu,Jeffrey Tyler,20:20,always,experience,2023-02-13T20:50:20.063408,2024-02-13T00:19:01.205956,2024-10-28 00:30:43.821005,
82328,pay,James Lam,Lauren Harris,57:11,own,seat,2023-07-12T08:31:36.568340,2024-03-07T01:59:24.386375,2024-10-28 00:30:43.821005,
46596,become,Melissa Daniels,Jason Smith,09:04,during,case,2024-03-29T04:14:41.557411,2024-06-08T19:44:22.905700,2024-10-28 00:30:43.821005,
44423,threat,Lisa Stephens,Vanessa Walker,43:20,make,can,2023-09-07T07:15:28.239534,2024-09-28T03:02:59.406690,2024-10-28 00:30:43.821005,
56642,ok,Amber Ramirez,Michele Guerrero,17:40,research,across,2024-09-21T15:38:17.102503,2024-08-20T01:46:52.433240,2024-10-28 00:30:43.821005,
46309,middle,Charles Blair,Cody Bauer,29:39,week,exist,2023-05-26T12:34:14.616580,2024-09-27T13:32:43.516120,2024-10-28 00:30:43.821005,
81562,there,Rebecca Smith,Robert Webb,55:20,child,college,2024-05-30T08:09:32.320817,2024-05-29T06:22:08.598889,2024-10-28 00:30:43.821005,
31609,much,Jason Blevins,Kathleen Bell,37:47,commercial,attorney,2024-04-06T19:57:10.549926,2024-06-12T02:22:57.477788,2024-10-28 00:30:43.821005,
88438,hope,Mark Jarvis,Lauren Rogers,52:44,seat,expert,2023-05-16T00:55:34.479868,2023-10-31T05:03:55.555266,2024-10-28 00:30:43.821005,
67914,language,Blake Potter,Matthew Roy,04:12,wind,director,2024-04-23T23:31:45.508612,2024-05-21T07:18:25.467616,2024-10-28 00:30:43.821005,
57420,perform,Katherine Brown,Martha Lewis,55:39,purpose,participant,2024-06-09T10:54:32.371629,2024-08-24T06:37:09.304940,2024-10-28 00:30:43.821005,
42841,finally,Christine Schultz,Bridget Wells,32:24,think,hit,2023-08-31T07:06:19.423604,2024-08-03T05:43:58.101425,2024-10-28 00:30:43.821005,
59911,when,Kimberly Hoffman,Anthony Stephens,11:38,impact,her,2023-08-04T06:07:26.317061,2024-03-05T10:37:51.058852,2024-10-28 00:30:43.821005,
41133,pass,Stephanie Oneill,Robert Riley,08:09,drug,mother,2023-04-26T10:12:36.603198,2024-06-28T15:21:17.582812,2024-10-28 00:30:43.821005,
97095,member,Deborah Brewer,Cody Martin,05:04,same,outside,2023-08-12T18:05:59.550862,2024-05-16T17:20:51.932649,2024-10-28 00:30:43.821005,
32452,report,Jared Pittman,Amy Anderson,33:42,who,share,2023-05-15T20:22:36.264675,2024-03-05T18:57:11.109506,2024-10-28 00:30:43.821005,
37013,method,Joseph Schneider,Laura Ware,46:44,plant,since,2023-08-17T00:59:50.094829,2023-11-30T17:29:27.156727,2024-10-28 00:30:43.821005,
34263,new,Edward Dorsey,William Lane,15:26,weight,raise,2023-04-25T16:29:45.987479,2024-01-07T15:08:02.803066,2024-10-28 00:30:43.821005,
61917,break,Patrick Whitaker,Maria Berg,51:59,talk,ball,2023-10-23T20:15:48.324229,2024-05-03T13:28:09.444980,2024-10-28 00:30:43.821005,
38416,thus,Joshua Larsen,Barbara Wang,15:27,still,investment,2023-05-23T09:46:41.783438,2024-07-06T03:26:06.044251,2024-10-28 00:30:43.821005,
27889,improve,Anthony Hernandez,Phyllis Black,09:53,tree,hit,2024-08-30T08:03:49.215587,2024-08-10T19:12:37.551801,2024-10-28 00:30:43.821005,
22095,gun,Dr. Thomas Johnson,Sandra Soto,20:17,radio,none,2023-01-10T00:30:34.947605,2024-08-21T07:59:28.118462,2024-10-28 00:30:43.821005,
34660,also,Stephanie Perry,Randall Martinez,56:47,off,mouth,2024-03-09T15:55:16.011198,2023-12-05T04:24:03.010255,2024-10-28 00:30:43.821005,
53488,week,Tina Schneider,Sandra Hamilton,15:40,job,poor,2024-09-26T08:05:14.480553,2024-04-30T17:11:30.217587,2024-10-28 00:30:43.821005,
94694,skill,Tyler Fisher,Jordan Mcintyre,07:29,traditional,feel,2024-03-19T20:37:35.516501,2023-12-24T14:29:27.155402,2024-10-28 00:30:43.821005,
96454,skill,Christine Bruce,Michael Newman,46:03,cultural,factor,2023-07-25T03:29:57.374805,2023-11-24T22:06:59.320096,2024-10-28 00:30:43.821005,
69330,attorney,Robert Glass,Zachary Garza,48:03,coach,detail,2023-08-23T05:21:30.823918,2023-12-06T17:18:10.993883,2024-10-28 00:30:43.821005,
47643,quickly,Jeffrey Lewis,Kayla Mendoza PhD,45:22,read,prepare,2023-10-06T07:53:51.917596,2024-04-16T18:49:35.051720,2024-10-28 00:30:43.821005,
9263,week,Matthew Chang,Mackenzie Pollard,32:52,always,would,2024-10-15T19:58:47.498547,2024-02-11T22:29:43.684038,2024-10-28 00:30:43.821005,
41292,poor,Megan Griffin,Raymond Ford,11:46,within,discover,2023-07-29T09:50:27.307495,2023-11-27T01:40:11.629626,2024-10-28 00:30:43.821005,
86832,politics,Christine Bryan,Jessica Bell,40:53,part,hit,2023-03-30T03:19:40.897974,2023-12-09T03:23:19.526744,2024-10-28 00:30:43.821005,
61631,ahead,Robert Weiss,Andrew Edwards,32:19,traditional,water,2023-06-30T13:01:53.731405,2023-11-12T06:58:22.836851,2024-10-28 00:30:43.821005,
98291,hot,Jamie Solomon,Brian Young,04:26,produce,resource,2023-04-11T12:27:03.581707,2024-06-07T07:19:17.911567,2024-10-28 00:30:43.821005,
1435,top,Frank Miller,Charles Ramsey,55:41,option,be,2023-04-04T09:14:47.479640,2024-03-01T00:07:20.356776,2024-10-28 00:30:43.821005,
47044,certainly,Michael Kerr,Perry Soto,55:57,role,piece,2024-07-30T10:25:56.678344,2024-03-28T04:56:52.006055,2024-10-28 00:30:43.821005,
58859,least,Barry Castillo,Derrick Barton,05:51,military,animal,2023-07-16T23:14:45.388300,2024-06-05T21:09:18.049981,2024-10-28 00:30:43.821005,
56799,almost,Hannah Fowler,Ray Johnson,11:11,clearly,but,2023-08-05T04:55:40.961360,2024-09-09T17:28:48.647621,2024-10-28 00:30:43.821005,
44412,appear,Julian Galvan,Catherine Spencer,40:06,discussion,require,2023-05-11T01:05:32.392606,2023-12-03T09:29:32.032214,2024-10-28 00:30:43.821005,
74725,character,Donna Cooper,Terry Zuniga,34:55,political,leave,2023-12-04T12:55:05.984849,2024-06-26T07:17:43.599154,2024-10-28 00:30:43.821005,
87954,reduce,Scott Martinez,Amy Ramirez,02:53,his,church,2023-03-08T14:53:49.118306,2024-02-11T02:36:13.474577,2024-10-28 00:30:43.821005,
25453,opportunity,Shawn Wright,Jamie Cross,09:22,along,cut,2023-03-27T01:45:23.859627,2023-11-17T15:59:38.410644,2024-10-28 00:30:43.821005,
67433,soon,Elizabeth Arnold,Cassandra Nielsen,55:38,song,movement,2023-05-07T00:51:23.865249,2024-01-28T12:34:18.264844,2024-10-28 00:30:43.821005,
69830,then,Mercedes Jones,Richard Edwards,16:47,recognize,near,2022-11-25T11:10:49.606517,2024-05-17T23:33:38.228997,2024-10-28 00:30:43.821005,
73013,modern,Johnny Stevenson,Jason Neal,59:01,kid,notice,2023-07-15T11:07:17.453677,2023-12-29T07:18:49.921359,2024-10-28 00:30:43.821005,
90519,yourself,Ryan Carlson,Michael Mckinney,31:13,professor,point,2023-04-28T01:29:06.275287,2024-03-05T11:04:43.530023,2024-10-28 00:30:43.821005,
34793,move,Timothy Suarez,Wesley Roberson,10:39,type,stock,2023-11-14T02:47:56.077829,2023-12-24T09:33:46.965567,2024-10-28 00:30:43.821005,
54048,success,Gerald Olsen,Margaret Guzman,35:43,during,choose,2023-04-19T12:30:18.239531,2024-04-05T12:51:25.512057,2024-10-28 00:30:43.821005,
41177,free,Gregory Sullivan,Carolyn Pugh,47:27,make,administration,2024-06-23T15:32:32.824438,2024-08-20T09:26:30.140485,2024-10-28 00:30:43.821005,
26749,become,Heather Velez,Taylor Rich,13:58,see,many,2023-12-03T19:28:47.747777,2024-04-06T19:00:12.756883,2024-10-28 00:30:43.821005,
55468,trouble,Nicole Gilbert,Jason Harris,48:55,down,especially,2023-08-02T11:17:40.199390,2023-11-12T00:42:28.592955,2024-10-28 00:30:43.821005,
62223,very,Thomas Lloyd,Tammy Rodriguez,52:18,health,or,2024-02-21T08:36:47.261554,2024-03-02T20:32:26.879050,2024-10-28 00:30:43.821005,
49679,can,Donald White,Sharon Tucker,19:52,leader,leave,2023-09-12T23:44:39.004331,2024-06-25T15:11:33.986968,2024-10-28 00:30:43.821005,
8659,under,Danny Lopez,Matthew Acevedo,26:41,opportunity,ago,2022-12-16T01:42:13.728680,2024-01-18T23:47:51.510937,2024-10-28 00:30:43.821005,
25207,like,John Davis,Christine Scott,59:10,most,reduce,2023-08-23T14:41:53.568141,2024-08-28T10:02:01.466391,2024-10-28 00:30:43.821005,
30812,upon,Traci Wheeler,Jamie Callahan,54:41,alone,president,2024-02-12T15:11:55.557110,2024-05-24T21:54:29.254521,2024-10-28 00:30:43.821005,
72854,large,Samuel Ward,Reginald Sanchez,44:55,bank,lot,2022-10-30T03:56:30.194825,2024-06-27T01:02:59.112906,2024-10-28 00:30:43.821005,
81172,record,Heather Le,Jason Dillon,55:09,people,local,2023-07-25T21:57:14.278230,2024-08-13T09:46:41.963836,2024-10-28 00:30:43.821005,
29782,hospital,Linda Bray,Marie Berry,54:34,voice,ability,2024-09-14T03:26:29.603761,2024-02-14T02:01:08.120216,2024-10-28 00:30:43.821005,
50865,although,Tonya Wilson,Kelli Vargas,02:53,city,beyond,2023-07-25T12:33:05.299611,2023-12-06T18:19:44.642309,2024-10-28 00:30:43.821005,
64947,central,Taylor King,Joseph Mitchell,43:50,off,moment,2023-01-14T15:35:33.774444,2024-05-14T03:55:31.713702,2024-10-28 00:30:43.821005,
53296,author,Karen Roberts MD,Kevin Smith,05:17,plan,student,2024-01-15T11:31:56.321915,2023-11-06T01:04:57.486699,2024-10-28 00:30:43.821005,
76538,whose,Angela Ward,Scott Bush,54:10,alone,power,2023-07-27T10:00:13.589405,2024-10-25T08:43:58.123827,2024-10-28 00:30:43.821005,
76537,soldier,Alicia Sawyer,Rachel Torres,43:16,half,necessary,2024-09-25T09:42:02.454246,2024-10-09T07:21:44.413207,2024-10-28 00:30:43.821005,
65177,itself,Cathy Jones,Jill Gardner,51:50,door,seven,2023-07-13T20:47:40.389468,2024-08-14T00:17:56.734837,2024-10-28 00:30:43.821005,
38840,best,Daniel Hartman,Micheal Davis,43:36,example,answer,2023-12-13T15:18:17.983983,2024-09-10T00:46:50.347781,2024-10-28 00:30:43.821005,
37663,political,Shawn Thomas,Melissa Shelton,04:28,people,also,2024-07-26T22:21:23.850789,2024-05-15T19:53:19.060269,2024-10-28 00:30:43.821005,
54510,chair,Mallory Williams,Kelly Rosario,46:29,treatment,talk,2022-12-13T05:55:00.826928,2023-12-27T05:51:15.991263,2024-10-28 00:30:43.821005,
29304,fund,Michael Velazquez,Shelly Malone,01:24,provide,step,2023-01-16T01:56:53.742889,2024-05-11T06:32:18.911586,2024-10-28 00:30:43.821005,
99496,national,Judith Howell,Jamie Horne,04:40,visit,authority,2023-02-21T14:12:58.183726,2024-06-23T00:36:32.618785,2024-10-28 00:30:43.821005,
47982,plan,Mr. Benjamin Torres,Crystal Jackson,44:35,stage,key,2024-01-22T21:14:17.120170,2024-02-11T07:59:51.470882,2024-10-28 00:30:43.821005,
42719,organization,Julie Vargas,James Cervantes,02:53,fight,beat,2023-08-22T13:15:59.931031,2024-01-22T02:37:03.843172,2024-10-28 00:30:43.821005,
55940,prepare,Robert Wallace,Jennifer Garcia,54:00,race,education,2024-09-17T01:05:41.005310,2024-01-14T17:35:15.843093,2024-10-28 00:30:43.821005,
97473,experience,Christina Holmes,Veronica Lewis,15:00,plan,state,2022-11-30T21:48:38.185378,2024-08-02T03:06:29.332387,2024-10-28 00:30:43.821005,
85079,ago,Carolyn Trujillo,Christopher Burch,49:25,candidate,represent,2023-05-27T22:15:48.309842,2023-12-09T21:57:51.617245,2024-10-28 00:30:43.821005,
38747,cost,Sean Miller,Frederick Wong,33:03,skill,develop,2024-06-17T14:37:57.125954,2024-09-22T20:08:33.364501,2024-10-28 00:30:43.821005,
40229,land,Lauren Brown,Jeanette Peterson,45:02,glass,drop,2022-11-04T18:49:35.445489,2024-04-25T04:07:53.004937,2024-10-28 00:30:43.821005,
6675,century,Michael Carpenter,Tammy Adams,36:20,sound,red,2023-07-29T23:54:46.770569,2023-10-31T07:48:15.163526,2024-10-28 00:30:43.821005,
30351,home,Jessica Robinson,Susan Chase,32:15,strong,no,2024-07-25T10:33:49.353406,2024-06-17T00:35:45.640432,2024-10-28 00:30:43.821005,
8722,never,Nathan Reynolds,Erica Villa,47:13,trial,arm,2023-10-26T20:57:35.694428,2024-02-13T08:14:38.296942,2024-10-28 00:30:43.821005,
49034,here,Maria Johnson,Mary Smith,55:07,next,hot,2023-06-27T15:14:02.732803,2024-09-29T11:38:54.951433,2024-10-28 00:30:43.821005,
80714,street,David Sosa,Kyle Fernandez,26:30,idea,ever,2023-12-27T16:37:24.516432,2024-05-11T08:48:31.056863,2024-10-28 00:30:43.821005,
65552,lawyer,Amy Hamilton,Brittany Riggs,46:06,poor,explain,2023-12-08T19:08:12.293235,2024-09-14T16:20:26.897444,2024-10-28 00:30:43.821005,
86203,worker,Jimmy Martin,Jennifer Thornton,13:33,company,health,2024-04-22T23:12:21.773966,2024-03-04T17:44:30.880185,2024-10-28 00:30:43.821005,
30611,field,Mark Garcia,John Hubbard,20:08,participant,program,2023-10-28T00:14:07.152141,2024-03-09T22:00:09.992161,2024-10-28 00:30:43.821005,
90655,race,Rachel Ryan,Dawn Potter,41:09,sometimes,without,2023-07-12T07:35:42.283726,2024-09-24T00:21:58.007698,2024-10-28 00:30:43.821005,
34626,argue,Bryan Banks,Melanie Lewis,56:35,factor,college,2023-08-26T14:57:27.136507,2024-04-30T18:46:02.027476,2024-10-28 00:30:43.821005,
18674,by,Stephen Bray,Jorge Johnson,11:07,several,billion,2023-02-22T03:08:43.717038,2024-03-08T00:30:37.204254,2024-10-28 00:30:43.821005,
1058,free,Taylor Wise,Jessica Armstrong,08:21,night,them,2024-04-28T19:22:33.259107,2024-01-25T21:41:32.699348,2024-10-28 00:30:43.821005,
95556,behavior,Andre Walter,Glenda Moon,42:28,figure,answer,2023-03-26T20:14:28.286688,2024-02-27T13:33:06.011827,2024-10-28 00:30:43.821005,
74692,so,Cheryl Mitchell,Christian Burke,16:51,line,write,2023-07-15T01:50:30.633192,2024-09-11T16:06:45.937094,2024-10-28 00:30:43.821005,
41217,right,Kimberly Little,Steven Wilson,19:49,discuss,wrong,2023-05-08T13:47:36.583291,2024-03-19T17:49:45.164286,2024-10-28 00:30:43.821005,
4931,create,Elizabeth Lloyd,Jonathan Harris,49:13,economy,to,2023-02-04T04:02:58.483778,2024-10-03T21:26:53.810344,2024-10-28 00:30:43.821005,
9291,western,Kevin Jackson,Tyler Long,55:03,make,the,2024-06-26T22:23:05.665915,2024-04-10T13:48:13.681168,2024-10-28 00:30:43.821005,
42235,still,Cathy Johnson,John Jones,50:15,free,leave,2024-03-05T05:25:06.979503,2024-03-23T00:14:33.389546,2024-10-28 00:30:43.821005,
533,win,Tracey Smith,Andrew Taylor,48:24,down,grow,2024-04-07T03:43:51.383565,2023-11-04T19:02:50.777999,2024-10-28 00:30:43.821005,
35464,sing,Linda Kelly,Taylor Burton,12:49,control,team,2023-09-23T00:55:05.901115,2024-06-23T02:33:02.205719,2024-10-28 00:30:43.821005,
20543,out,Mr. Austin Thompson,Terry Smith,23:50,ever,most,2024-01-01T05:47:54.599043,2024-01-01T17:22:26.490800,2024-10-28 00:30:43.821005,
46681,former,Nicholas Curtis,Todd Morris,39:19,method,like,2023-05-26T23:16:04.809076,2024-09-11T19:04:01.335626,2024-10-28 00:30:43.821005,
37745,tree,Vanessa Parks,Kevin White,44:55,herself,medical,2023-06-20T04:03:03.392842,2023-11-06T17:29:06.318002,2024-10-28 00:30:43.821005,
28861,air,Jordan Brown,Sharon Sanchez,40:29,do,movie,2024-09-18T14:00:33.823468,2024-07-17T15:47:01.554930,2024-10-28 00:30:43.821005,
19337,their,Jamie Wong,Carol Gonzalez,29:47,culture,the,2022-11-12T18:38:08.897748,2024-09-01T02:45:29.677078,2024-10-28 00:30:43.821005,
13317,condition,Laura Myers,Michelle Larson,10:27,anything,bank,2023-02-21T20:55:35.394787,2024-07-24T02:28:07.022275,2024-10-28 00:30:43.821005,
29753,line,Brenda Robertson,Raymond Alexander MD,09:56,choice,article,2023-06-05T09:26:22.647807,2024-04-12T08:09:58.184049,2024-10-28 00:30:43.821005,
36601,Democrat,Robert Odom,Stephanie Jennings,37:42,somebody,wonder,2023-11-17T15:53:20.679589,2023-12-23T10:51:34.290019,2024-10-28 00:30:43.821005,
94658,set,Brian Humphrey,Justin Gordon,16:05,opportunity,over,2023-08-15T04:24:51.893765,2023-12-08T02:02:40.254378,2024-10-28 00:30:43.821005,
54982,study,Jessica Farrell,Deanna Spencer,42:46,safe,crime,2023-05-03T13:19:38.240084,2024-01-11T00:27:28.793123,2024-10-28 00:30:43.821005,
30711,win,Hannah Terrell,Anna Taylor,42:39,human,standard,2024-07-02T12:20:55.878471,2024-10-03T16:38:41.384623,2024-10-28 00:30:43.821005,
857,wind,Cynthia Smith,Melinda Smith,19:01,house,structure,2022-11-20T19:23:12.404225,2024-09-30T17:30:43.736017,2024-10-28 00:30:43.821005,
25925,push,Ariel Scott PhD,Laura Lawrence,45:06,keep,race,2023-05-06T17:42:34.064921,2024-08-08T12:13:10.030709,2024-10-28 00:30:43.821005,
55941,Mrs,Lori Thornton,Phillip Gonzalez,55:29,source,do,2023-10-01T00:53:08.555392,2024-01-31T11:51:02.018095,2024-10-28 00:30:43.821005,
86775,far,Donna Brown,Brian Green,19:08,real,reflect,2024-09-26T04:24:28.641652,2023-11-28T05:49:55.402407,2024-10-28 00:30:43.821005,
61417,impact,Tiffany Gordon,Daniel Walker,07:33,nation,exactly,2023-02-15T08:12:22.059986,2024-09-05T11:57:28.165698,2024-10-28 00:30:43.821005,
78249,debate,Tammy Mcintyre,Frank Ortiz,14:35,class,son,2024-10-15T09:41:29.267119,2023-12-15T00:24:43.172259,2024-10-28 00:30:43.821005,
89304,term,Charles Jones,Brian Scott,16:16,know,building,2023-12-26T20:14:03.807707,2024-06-15T07:00:43.968228,2024-10-28 00:30:43.821005,
32693,modern,William Curtis,Robert Reese,19:39,chair,similar,2024-09-08T06:14:53.833046,2023-11-16T14:45:48.797199,2024-10-28 00:30:43.821005,
22850,run,Steven Young,Jason Smith,11:47,region,word,2023-11-06T03:12:03.013918,2024-01-22T00:06:30.494607,2024-10-28 00:30:43.821005,
75070,war,Amanda George,Matthew Rodriguez,15:44,good,reason,2023-11-13T06:08:10.491824,2024-05-25T03:46:16.674227,2024-10-28 00:30:43.821005,
99388,camera,Charles Thompson,Nicole Morales,38:59,address,pick,2023-04-26T06:32:24.562161,2023-12-11T13:44:44.395602,2024-10-28 00:30:43.821005,
67869,pay,Dale Jones,Marc Jones,21:02,manager,state,2024-04-07T10:22:13.548355,2024-10-07T14:58:00.510165,2024-10-28 00:30:43.821005,
24327,either,Diana Snyder,Nancy Wagner,39:44,game,line,2024-01-13T23:48:06.629687,2024-06-23T15:18:53.528843,2024-10-28 00:30:43.821005,
59567,share,James Gonzalez,Richard Payne,38:25,gun,threat,2023-09-28T13:39:41.576538,2024-06-06T17:59:53.500798,2024-10-28 00:30:43.821005,
19509,anyone,Anthony Bishop,Michael Mitchell,36:26,although,manage,2024-01-10T09:46:27.916400,2024-05-05T14:30:11.053891,2024-10-28 00:30:43.821005,
47987,hotel,Scott Dominguez,Erika Bailey,40:00,protect,gun,2023-09-05T15:33:07.189593,2024-10-15T05:46:21.822560,2024-10-28 00:30:43.821005,
92014,see,John Thompson,Seth Davies,10:05,policy,behavior,2024-05-17T05:53:09.250273,2024-06-05T09:39:05.073278,2024-10-28 00:30:43.821005,
39145,argue,Patricia Jackson,Brooke Lowe,17:39,again,town,2023-08-18T06:14:32.806273,2024-07-19T14:12:27.859955,2024-10-28 00:30:43.821005,
80532,music,Joshua Lucas,Melissa Bonilla,04:35,attention,including,2022-12-10T21:50:16.645250,2024-04-11T05:13:56.658871,2024-10-28 00:30:43.821005,
