user_id,items,created_at,updated_at,ingested_at,valid_until
19341,"[57354, 97422, 35042, 7837, 1260]",2022-12-23T16:56:12.225645,2023-01-03T04:25:42.870648,2024-10-28 00:30:44.548485,
52536,"[47503, 15958, 95004, 88909, 32291]",2024-05-03T23:50:18.556399,2024-09-28T05:03:58.016450,2024-10-28 00:30:44.548485,
3885,"[27889, 62961, 1143, 630, 92070]",2024-09-21T07:31:18.477180,2024-09-28T02:38:38.240811,2024-10-28 00:30:44.548485,
68999,"[83564, 12422, 69745, 56288, 34660]",2023-09-26T10:26:05.640896,2024-07-09T11:05:05.147959,2024-10-28 00:30:44.548485,
25965,"[40930, 88438, 18464, 50133, 95603]",2022-12-07T06:53:35.588586,2023-03-03T09:51:50.639004,2024-10-28 00:30:44.548485,
36427,"[97473, 32783, 36482, 71270, 46338]",2023-06-03T16:35:16.175926,2024-02-12T16:49:24.130860,2024-10-28 00:30:44.548485,
3268,"[83104, 56856, 19605, 5388, 56069]",2023-01-19T00:44:27.068264,2024-02-20T18:44:29.947923,2024-10-28 00:30:44.548485,
15370,"[8230, 41034, 6241, 26494, 32563]",2023-01-05T21:09:47.064949,2023-08-30T01:09:26.173969,2024-10-28 00:30:44.548485,
70890,"[92014, 80714, 30209, 55576, 64947]",2023-02-06T10:01:34.836207,2024-07-09T21:38:18.352679,2024-10-28 00:30:44.548485,
87465,"[34151, 88969, 38840, 5157, 93206]",2023-10-27T13:24:57.775074,2024-03-27T04:52:10.866977,2024-10-28 00:30:44.548485,
6334,"[45992, 42974, 80356, 43050, 26091]",2024-02-06T05:36:18.378404,2024-03-26T00:30:29.282650,2024-10-28 00:30:44.548485,
30175,"[41346, 55702, 90877, 90655, 61576]",2024-10-02T16:56:15.892521,2024-10-27T05:42:53.440639,2024-10-28 00:30:44.548485,
36288,"[6200, 22178, 64277, 9263, 82165]",2022-11-09T08:33:06.218738,2023-11-27T18:27:36.473588,2024-10-28 00:30:44.548485,
18461,"[58859, 12842, 63780, 90280, 41769]",2024-04-19T10:45:34.250854,2024-06-23T00:57:08.919595,2024-10-28 00:30:44.548485,
79517,"[71319, 26011, 17716, 51170, 69830]",2023-04-16T04:40:10.984124,2023-07-07T13:19:43.139264,2024-10-28 00:30:44.548485,
70994,"[90002, 35664, 51044, 35464, 31609]",2023-04-09T00:18:30.543104,2024-03-06T00:48:32.400630,2024-10-28 00:30:44.548485,
97182,"[8629, 1671, 59532, 69745, 2153]",2024-01-02T22:35:59.450886,2024-06-07T17:57:12.044725,2024-10-28 00:30:44.548485,
44165,"[45861, 87140, 20140, 44623, 87440]",2023-07-27T19:10:56.836369,2024-01-29T17:07:57.592427,2024-10-28 00:30:44.548485,
20336,"[49034, 22178, 87948, 53633, 53488]",2024-07-20T13:24:35.926910,2024-10-11T02:55:17.322520,2024-10-28 00:30:44.548485,
20211,"[74018, 32109, 98939, 53544, 6805]",2023-08-02T17:11:34.898820,2023-08-29T21:59:11.793099,2024-10-28 00:30:44.548485,
58331,"[34378, 87440, 75369, 23240, 86775]",2023-12-28T16:52:53.269253,2024-04-23T01:14:04.164784,2024-10-28 00:30:44.548485,
34875,"[630, 50133, 35076, 68408, 1480]",2023-09-22T01:49:21.878793,2024-09-28T09:41:41.857804,2024-10-28 00:30:44.548485,
76518,"[4905, 46553, 44899, 44659, 92633]",2024-01-14T02:42:21.152914,2024-03-25T13:57:34.842843,2024-10-28 00:30:44.548485,
88388,"[12449, 42719, 27192, 26091, 42532]",2023-07-04T20:02:22.221328,2023-07-14T05:24:55.955146,2024-10-28 00:30:44.548485,
96044,"[44210, 28185, 21009, 5700, 80903]",2023-10-15T11:18:31.560706,2024-03-06T16:15:07.632633,2024-10-28 00:30:44.548485,
72520,"[43408, 86785, 12200, 76140, 6100]",2023-07-27T23:42:47.033332,2024-09-08T21:01:38.038643,2024-10-28 00:30:44.548485,
40004,"[71003, 13415, 53732, 57420, 1100]",2023-12-07T09:18:41.436208,2024-05-27T10:41:05.397103,2024-10-28 00:30:44.548485,
3992,"[36655, 52993, 94027, 81172, 75070]",2023-10-29T20:04:14.421852,2024-10-14T20:15:29.943520,2024-10-28 00:30:44.548485,
72815,"[1384, 25536, 26091, 51188, 58584]",2024-07-16T22:00:09.975726,2024-09-04T13:52:17.099295,2024-10-28 00:30:44.548485,
46215,"[41508, 67087, 35212, 51110, 55387]",2024-10-17T06:56:04.534087,2024-10-18T04:10:48.358470,2024-10-28 00:30:44.548485,
70810,"[76542, 18368, 7898, 37978, 9291]",2024-06-28T12:04:30.864770,2024-09-30T18:38:37.547516,2024-10-28 00:30:44.548485,
35815,"[7961, 29774, 45272, 12857, 17686]",2024-08-15T02:44:45.300441,2024-10-11T05:38:14.346122,2024-10-28 00:30:44.548485,
39212,"[4931, 79782, 75107, 81817, 11422]",2023-03-27T17:34:51.920861,2023-07-11T10:12:47.596629,2024-10-28 00:30:44.548485,
76142,"[78781, 37778, 86094, 46508, 95284]",2022-12-05T13:11:20.136876,2023-09-16T14:37:16.474179,2024-10-28 00:30:44.548485,
81242,"[95004, 65538, 36973, 13415, 44659]",2023-11-04T01:45:58.776137,2024-09-18T15:32:09.289011,2024-10-28 00:30:44.548485,
39631,"[64394, 38362, 75298, 12857, 54746]",2023-09-17T05:59:29.148295,2023-11-26T20:14:52.215254,2024-10-28 00:30:44.548485,
26348,"[51759, 38771, 66788, 39393, 8846]",2024-03-07T21:06:55.673755,2024-03-21T18:57:34.399307,2024-10-28 00:30:44.548485,
62419,"[53488, 90542, 38072, 24776, 97319]",2023-01-03T21:06:09.368040,2024-05-14T20:47:36.891827,2024-10-28 00:30:44.548485,
53814,"[80517, 32291, 94241, 15201, 58083]",2023-12-04T14:08:19.877405,2024-10-13T16:39:45.095929,2024-10-28 00:30:44.548485,
9343,"[9526, 49679, 88021, 31840, 27720]",2024-09-27T12:48:56.797791,2024-10-27T23:07:03.509448,2024-10-28 00:30:44.548485,
15640,"[4347, 94556, 59555, 27245, 1267]",2024-02-04T20:55:21.191336,2024-05-15T01:15:22.547753,2024-10-28 00:30:44.548485,
31077,"[76998, 35419, 33385, 68119, 1962]",2024-03-28T14:07:54.379648,2024-04-28T21:22:09.209521,2024-10-28 00:30:44.548485,
9524,"[11422, 12449, 45117, 44455, 7506]",2023-04-01T06:26:34.921267,2024-08-17T23:14:49.063884,2024-10-28 00:30:44.548485,
48870,"[94240, 53425, 60773, 17099, 78240]",2024-09-05T00:38:02.714759,2024-09-08T18:49:52.530317,2024-10-28 00:30:44.548485,
54727,"[7961, 14270, 83476, 4931, 75107]",2023-12-12T01:36:51.032201,2024-03-16T14:44:43.606724,2024-10-28 00:30:44.548485,
23393,"[59179, 23149, 19921, 37663, 75070]",2024-03-19T08:55:17.362842,2024-07-23T13:39:19.904697,2024-10-28 00:30:44.548485,
4636,"[11807, 95357, 43720, 51110, 86083]",2023-06-13T11:18:33.968370,2024-03-19T03:03:18.428105,2024-10-28 00:30:44.548485,
18770,"[53365, 43108, 90571, 59772, 61576]",2024-06-30T08:36:17.378208,2024-09-22T15:48:20.491729,2024-10-28 00:30:44.548485,
7822,"[69830, 99066, 73103, 29916, 22850]",2023-10-02T21:28:26.310480,2024-03-11T14:07:34.844369,2024-10-28 00:30:44.548485,
53841,"[18758, 55423, 74463, 57119, 50036]",2024-07-03T20:36:33.704615,2024-10-01T19:44:25.828575,2024-10-28 00:30:44.548485,
27934,"[71030, 26954, 97473, 22372, 45320]",2024-07-20T17:03:17.152697,2024-10-07T10:26:13.007028,2024-10-28 00:30:44.548485,
99641,"[88325, 59911, 55576, 71446, 45117]",2023-08-23T02:10:56.071632,2023-09-05T19:21:06.190701,2024-10-28 00:30:44.548485,
90861,"[5479, 56403, 1671, 56233, 46508]",2023-02-22T11:33:35.723535,2024-10-17T09:22:06.486250,2024-10-28 00:30:44.548485,
30487,"[71630, 5205, 68279, 25674, 5157]",2023-08-18T21:30:36.100353,2023-11-22T12:23:23.813938,2024-10-28 00:30:44.548485,
51812,"[53365, 96190, 76639, 28185, 78359]",2023-08-10T22:57:59.220977,2024-08-01T01:17:07.690716,2024-10-28 00:30:44.548485,
90425,"[67914, 13600, 58672, 50036, 65568]",2024-08-08T04:34:44.094151,2024-10-09T23:04:43.990206,2024-10-28 00:30:44.548485,
15695,"[5700, 87269, 8846, 33, 67914]",2024-08-20T12:05:45.362428,2024-09-16T22:02:58.324645,2024-10-28 00:30:44.548485,
68525,"[40619, 84435, 41034, 98199, 73586]",2024-02-17T22:25:08.353534,2024-08-28T01:21:56.196935,2024-10-28 00:30:44.548485,
51558,"[44329, 63780, 73013, 34378, 84435]",2022-10-28T18:22:59.276981,2023-09-06T05:25:35.771574,2024-10-28 00:30:44.548485,
84122,"[84435, 84077, 31245, 14270, 71632]",2024-10-02T22:44:44.982085,2024-10-17T13:20:51.290527,2024-10-28 00:30:44.548485,
91369,"[36512, 53305, 41034, 4563, 76642]",2024-07-04T10:16:44.196567,2024-10-16T15:25:46.188646,2024-10-28 00:30:44.548485,
18527,"[66447, 23240, 90571, 59772, 41499]",2024-08-16T01:50:30.844759,2024-08-26T00:54:26.887800,2024-10-28 00:30:44.548485,
20748,"[85212, 96114, 58570, 58468, 51759]",2024-05-31T01:50:50.694532,2024-09-11T18:03:55.886905,2024-10-28 00:30:44.548485,
33135,"[99249, 23802, 77099, 19492, 56288]",2024-03-06T03:26:41.829519,2024-09-10T14:34:45.776681,2024-10-28 00:30:44.548485,
28588,"[81904, 7942, 36544, 94556, 34635]",2023-07-20T18:42:03.654961,2024-09-28T07:56:46.601236,2024-10-28 00:30:44.548485,
62812,"[41044, 41177, 85212, 29235, 24073]",2023-02-27T20:17:26.275330,2024-07-02T21:30:17.944084,2024-10-28 00:30:44.548485,
64431,"[86177, 11656, 76642, 69548, 25539]",2023-11-17T21:35:04.844620,2023-12-12T20:33:59.998347,2024-10-28 00:30:44.548485,
89708,"[14438, 60579, 91523, 20543, 41133]",2022-12-07T01:02:33.071463,2023-08-01T21:31:13.986375,2024-10-28 00:30:44.548485,
13983,"[78240, 73103, 22518, 18758, 86869]",2024-04-29T15:25:20.951204,2024-09-08T22:15:40.410661,2024-10-28 00:30:44.548485,
64490,"[22850, 86869, 64192, 89222, 1935]",2023-04-09T06:15:07.747623,2024-05-08T18:34:24.382262,2024-10-28 00:30:44.548485,
89565,"[4905, 21145, 5157, 857, 93423]",2023-10-01T19:09:20.767255,2024-10-11T18:56:39.806849,2024-10-28 00:30:44.548485,
80056,"[5089, 75298, 9166, 30351, 1035]",2023-07-15T22:27:17.488803,2024-06-06T01:22:19.779504,2024-10-28 00:30:44.548485,
25684,"[74617, 35042, 44412, 72089, 92660]",2023-03-13T12:19:26.400726,2023-10-09T10:34:07.949185,2024-10-28 00:30:44.548485,
93682,"[31525, 75298, 80941, 71067, 79755]",2024-08-24T01:14:19.769587,2024-10-11T10:07:44.411419,2024-10-28 00:30:44.548485,
24890,"[19121, 1693, 21553, 59108, 28417]",2024-03-27T15:35:26.504836,2024-06-02T05:15:43.143291,2024-10-28 00:30:44.548485,
6927,"[50341, 87269, 44210, 7008, 46338]",2023-11-29T16:09:15.159423,2024-08-20T00:57:24.706695,2024-10-28 00:30:44.548485,
89632,"[11807, 95004, 59567, 9526, 43108]",2023-06-21T17:58:19.687099,2024-04-28T23:44:20.865616,2024-10-28 00:30:44.548485,
79301,"[95352, 55576, 85167, 9552, 50133]",2024-04-15T13:38:59.236016,2024-07-24T06:34:29.736178,2024-10-28 00:30:44.548485,
9941,"[16650, 8741, 83029, 26494, 24525]",2024-03-01T01:46:08.672755,2024-09-21T11:33:07.444807,2024-10-28 00:30:44.548485,
15647,"[21553, 58934, 90542, 32563, 12857]",2023-12-20T12:14:57.113110,2024-09-13T05:12:55.990156,2024-10-28 00:30:44.548485,
30202,"[41174, 41508, 52587, 38072, 69548]",2024-06-16T09:26:54.721783,2024-08-03T15:27:37.301223,2024-10-28 00:30:44.548485,
1753,"[74463, 18530, 86177, 38840, 45811]",2024-07-20T06:20:13.686240,2024-10-19T04:46:08.611050,2024-10-28 00:30:44.548485,
84553,"[40172, 70041, 81204, 55982, 83564]",2024-09-26T04:00:02.278811,2024-10-17T11:13:48.690191,2024-10-28 00:30:44.548485,
22711,"[27245, 73691, 51044, 30351, 73271]",2023-04-18T16:54:32.703223,2024-03-06T03:52:16.610536,2024-10-28 00:30:44.548485,
71912,"[18813, 88969, 82825, 95443, 41823]",2024-10-23T19:26:52.374928,2024-10-27T00:26:29.758807,2024-10-28 00:30:44.548485,
76379,"[75298, 75927, 24776, 47643, 38747]",2023-04-22T03:02:48.381962,2023-07-26T11:09:31.103905,2024-10-28 00:30:44.548485,
77192,"[36512, 71425, 92255, 45589, 14169]",2024-07-03T09:23:16.200996,2024-08-24T05:55:14.820509,2024-10-28 00:30:44.548485,
49146,"[75070, 36512, 1480, 3103, 64394]",2023-11-16T18:30:09.429071,2024-10-10T19:52:18.340455,2024-10-28 00:30:44.548485,
3558,"[15327, 19509, 34626, 78181, 61986]",2024-01-17T14:46:10.124524,2024-10-18T02:28:55.565901,2024-10-28 00:30:44.548485,
12613,"[84435, 41769, 36601, 40479, 11419]",2024-05-28T20:45:22.493419,2024-06-14T12:02:19.311087,2024-10-28 00:30:44.548485,
83396,"[69679, 46596, 55965, 630, 49666]",2024-07-24T02:21:05.253854,2024-08-22T18:45:39.423321,2024-10-28 00:30:44.548485,
62988,"[52993, 30711, 9526, 23886, 21721]",2022-11-30T09:01:20.118773,2024-06-08T01:06:12.275451,2024-10-28 00:30:44.548485,
58740,"[74436, 21775, 61417, 38747, 72665]",2024-08-25T19:20:23.980337,2024-09-27T21:22:46.010832,2024-10-28 00:30:44.548485,
45950,"[79905, 27077, 22731, 95352, 71753]",2024-01-28T01:02:21.792493,2024-05-13T17:15:28.237005,2024-10-28 00:30:44.548485,
3305,"[72672, 86785, 28417, 16734, 86606]",2022-12-20T17:43:47.514688,2024-05-07T11:00:06.466059,2024-10-28 00:30:44.548485,
27331,"[90655, 85648, 32291, 47414, 42085]",2023-08-19T23:27:46.705487,2023-11-09T09:16:58.172260,2024-10-28 00:30:44.548485,
89457,"[47414, 98199, 76669, 83612, 36973]",2024-10-07T10:12:43.981767,2024-10-15T17:29:41.599864,2024-10-28 00:30:44.548485,
69494,"[52197, 76849, 22116, 41044, 49679]",2023-07-30T12:27:42.833705,2024-05-12T11:08:17.601204,2024-10-28 00:30:44.548485,
7797,"[30611, 61417, 46681, 10359, 53425]",2023-05-28T08:45:47.983723,2023-10-09T01:21:51.152980,2024-10-28 00:30:44.548485,
95802,"[58968, 62414, 8145, 902, 23187]",2023-02-13T12:04:51.594686,2023-09-02T20:07:29.019736,2024-10-28 00:30:44.548485,
21112,"[65552, 89020, 22202, 90613, 44623]",2023-06-05T06:03:58.267188,2023-11-01T14:59:01.335366,2024-10-28 00:30:44.548485,
48704,"[56233, 44899, 26494, 10262, 27085]",2024-09-23T17:14:36.349361,2024-10-18T17:11:20.281543,2024-10-28 00:30:44.548485,
48919,"[5388, 82825, 47987, 58859, 14731]",2023-02-09T04:37:24.540157,2023-04-27T05:41:04.525603,2024-10-28 00:30:44.548485,
58891,"[13317, 67087, 76480, 72665, 47752]",2024-06-14T23:11:21.420711,2024-09-13T04:26:55.462834,2024-10-28 00:30:44.548485,
47671,"[23957, 35114, 9944, 98333, 25536]",2024-10-11T15:12:11.071326,2024-10-19T09:56:15.181136,2024-10-28 00:30:44.548485,
4401,"[26011, 50201, 37663, 30209, 71488]",2023-11-15T07:39:36.527883,2024-01-23T09:03:11.099884,2024-10-28 00:30:44.548485,
31589,"[630, 12493, 1671, 90293, 22850]",2023-08-12T22:19:24.202586,2024-05-30T03:40:58.440922,2024-10-28 00:30:44.548485,
3409,"[40229, 44582, 55423, 83780, 13049]",2023-09-11T20:10:29.336276,2023-10-15T14:28:09.459197,2024-10-28 00:30:44.548485,
23484,"[78181, 95545, 91523, 63249, 47752]",2024-09-11T10:07:02.384377,2024-09-16T18:00:26.370985,2024-10-28 00:30:44.548485,
33953,"[67914, 1438, 90877, 7961, 78249]",2024-03-14T01:31:58.363364,2024-04-13T06:00:58.076756,2024-10-28 00:30:44.548485,
86776,"[89076, 16050, 10883, 87018, 45861]",2023-02-10T18:58:39.444528,2023-07-17T12:16:16.387961,2024-10-28 00:30:44.548485,
63016,"[55940, 71586, 9414, 98291, 57564]",2024-03-14T19:53:06.795176,2024-07-17T13:54:36.612692,2024-10-28 00:30:44.548485,
9836,"[62404, 89869, 80684, 50341, 58672]",2023-09-17T18:08:55.362827,2024-02-01T13:46:31.427442,2024-10-28 00:30:44.548485,
43345,"[63836, 89102, 63254, 46665, 60150]",2023-04-05T22:54:16.447507,2024-10-19T01:06:46.618550,2024-10-28 00:30:44.548485,
59366,"[94795, 19509, 45589, 42494, 80560]",2022-11-21T11:14:35.507748,2024-09-13T14:19:02.348032,2024-10-28 00:30:44.548485,
82389,"[99967, 37136, 62092, 51715, 45866]",2023-03-09T02:37:30.610710,2023-06-04T05:50:16.536617,2024-10-28 00:30:44.548485,
36128,"[9166, 93423, 70868, 56108, 55965]",2024-07-09T04:08:15.744536,2024-10-13T22:40:26.987873,2024-10-28 00:30:44.548485,
932,"[14150, 66764, 15958, 32783, 28301]",2022-12-22T19:12:38.230117,2024-02-26T06:15:09.437624,2024-10-28 00:30:44.548485,
54147,"[22095, 26803, 75298, 5862, 32565]",2024-01-14T22:46:01.331675,2024-02-05T20:20:48.926343,2024-10-28 00:30:44.548485,
1697,"[72960, 6200, 3970, 98291, 16650]",2023-05-01T02:37:24.326572,2024-03-11T05:41:53.729813,2024-10-28 00:30:44.548485,
95887,"[37745, 10883, 94240, 92849, 26245]",2023-10-24T13:45:14.669288,2024-09-28T19:40:26.416826,2024-10-28 00:30:44.548485,
8483,"[90151, 95164, 80714, 69679, 45861]",2022-12-16T04:45:31.025197,2024-10-22T18:08:33.060325,2024-10-28 00:30:44.548485,
47008,"[21595, 55940, 16210, 29753, 687]",2024-08-06T14:54:59.689888,2024-09-30T03:25:48.533781,2024-10-28 00:30:44.548485,
91014,"[89102, 62113, 43050, 73650, 36047]",2024-02-28T21:04:36.705290,2024-06-12T15:36:06.074485,2024-10-28 00:30:44.548485,
33757,"[1671, 22918, 8741, 27085, 8629]",2022-12-23T12:23:27.940782,2024-03-20T07:12:42.230915,2024-10-28 00:30:44.548485,
31521,"[72943, 61917, 49222, 25207, 8846]",2022-12-01T20:55:20.429896,2024-01-18T14:50:47.886938,2024-10-28 00:30:44.548485,
37949,"[32109, 59259, 27128, 96148, 74318]",2023-07-15T22:30:13.373186,2023-11-25T11:09:09.502753,2024-10-28 00:30:44.548485,
31424,"[65552, 62620, 72854, 43108, 77800]",2024-05-22T14:09:09.019179,2024-07-02T21:45:28.232916,2024-10-28 00:30:44.548485,
45505,"[78254, 7837, 46508, 76537, 49494]",2023-09-18T15:28:31.690334,2023-12-24T10:41:47.173082,2024-10-28 00:30:44.548485,
73084,"[76485, 69548, 35464, 630, 62961]",2022-11-01T19:30:44.525322,2023-08-23T02:06:11.219446,2024-10-28 00:30:44.548485,
61108,"[78202, 14026, 80714, 54982, 58968]",2023-03-11T05:29:01.616282,2023-10-02T19:49:46.257856,2024-10-28 00:30:44.548485,
75694,"[90547, 92849, 53025, 6406, 16525]",2023-05-19T07:15:12.994958,2023-12-14T22:27:15.699939,2024-10-28 00:30:44.548485,
64053,"[79863, 98268, 42853, 45322, 11422]",2024-10-08T05:46:05.479492,2024-10-12T15:32:00.309437,2024-10-28 00:30:44.548485,
67889,"[43704, 5479, 72672, 95164, 11656]",2024-08-11T22:51:02.411462,2024-08-22T10:35:14.663041,2024-10-28 00:30:44.548485,
88732,"[5205, 65538, 45130, 97095, 23640]",2023-09-25T04:38:21.401003,2024-03-26T20:28:18.152057,2024-10-28 00:30:44.548485,
24114,"[80560, 92660, 44059, 81904, 14026]",2024-04-09T21:25:10.664711,2024-09-29T03:43:17.963695,2024-10-28 00:30:44.548485,
81418,"[13837, 29782, 11732, 75927, 83189]",2023-10-02T20:04:44.919733,2024-04-28T13:43:37.964517,2024-10-28 00:30:44.548485,
94950,"[21009, 45866, 50201, 56117, 83029]",2022-12-20T00:20:19.522085,2023-07-11T14:38:35.966342,2024-10-28 00:30:44.548485,
9099,"[1671, 69124, 71630, 71446, 86785]",2023-04-19T01:23:28.727920,2024-05-29T15:55:03.066134,2024-10-28 00:30:44.548485,
11764,"[27318, 60773, 56117, 83104, 31609]",2023-02-07T13:47:37.021195,2024-05-17T03:58:53.661952,2024-10-28 00:30:44.548485,
10935,"[12493, 85648, 40939, 36946, 27889]",2023-04-25T12:07:41.125367,2023-05-31T19:42:16.029223,2024-10-28 00:30:44.548485,
79878,"[26749, 68408, 7837, 45589, 76485]",2024-02-29T19:28:19.645218,2024-05-15T04:43:32.294976,2024-10-28 00:30:44.548485,
80144,"[49494, 26803, 92337, 93386, 39145]",2023-10-13T08:37:29.712032,2024-07-28T06:14:13.571502,2024-10-28 00:30:44.548485,
30374,"[37745, 1100, 1935, 61631, 62113]",2024-10-19T10:05:33.813411,2024-10-20T10:25:44.623636,2024-10-28 00:30:44.548485,
96436,"[90655, 7898, 6140, 9844, 76824]",2024-03-25T08:02:55.913134,2024-05-02T03:34:20.397345,2024-10-28 00:30:44.548485,
77604,"[59911, 88883, 34378, 84199, 23149]",2023-10-09T23:29:06.859540,2024-03-19T01:53:17.178984,2024-10-28 00:30:44.548485,
76153,"[83780, 29774, 62830, 14530, 88325]",2023-09-14T14:00:42.053896,2024-10-13T11:42:16.115746,2024-10-28 00:30:44.548485,
44909,"[21553, 73691, 6140, 82825, 58570]",2024-03-31T13:27:57.930583,2024-05-03T06:50:57.705554,2024-10-28 00:30:44.548485,
63834,"[23795, 30206, 50095, 11422, 22822]",2023-02-24T18:12:11.933367,2023-06-15T22:24:00.794611,2024-10-28 00:30:44.548485,
13526,"[71632, 46516, 80532, 1935, 61986]",2023-01-07T21:08:14.955476,2023-07-15T06:26:39.136456,2024-10-28 00:30:44.548485,
77789,"[31245, 36047, 14530, 39393, 71030]",2023-05-01T15:19:44.102633,2023-09-25T23:58:44.885280,2024-10-28 00:30:44.548485,
55745,"[25423, 56288, 5862, 93206, 1438]",2022-11-25T16:28:48.747269,2024-04-08T06:45:45.562447,2024-10-28 00:30:44.548485,
20802,"[53184, 94556, 26245, 24327, 9192]",2023-04-26T14:11:53.827348,2024-03-06T11:54:20.566538,2024-10-28 00:30:44.548485,
55027,"[54387, 46596, 60235, 60150, 31780]",2024-07-01T23:34:36.648661,2024-09-22T08:48:45.113727,2024-10-28 00:30:44.548485,
99596,"[27245, 49020, 95357, 45589, 43720]",2023-04-27T19:34:59.213617,2023-08-25T07:26:12.088939,2024-10-28 00:30:44.548485,
26190,"[73369, 25453, 68494, 90613, 8751]",2024-03-02T13:33:42.800554,2024-05-02T01:46:57.571082,2024-10-28 00:30:44.548485,
69886,"[34626, 5193, 27437, 41396, 41177]",2024-09-29T04:01:17.720540,2024-10-17T19:19:23.420244,2024-10-28 00:30:44.548485,
37235,"[85146, 58672, 55941, 1143, 94472]",2023-11-27T06:57:28.015685,2024-08-13T23:54:21.250010,2024-10-28 00:30:44.548485,
85318,"[20909, 10202, 78249, 70868, 1693]",2024-10-08T13:41:57.466053,2024-10-25T21:54:59.062909,2024-10-28 00:30:44.548485,
89453,"[90613, 8659, 20207, 50146, 58859]",2024-10-24T08:41:15.637090,2024-10-25T01:47:24.668474,2024-10-28 00:30:44.548485,
36747,"[64947, 5479, 55282, 56108, 51772]",2023-08-30T22:24:52.352264,2024-02-11T23:56:57.551662,2024-10-28 00:30:44.548485,
29720,"[70079, 77971, 15326, 44455, 4289]",2023-02-13T14:56:40.234200,2023-12-07T04:08:56.169042,2024-10-28 00:30:44.548485,
92067,"[53633, 59356, 6602, 14731, 69431]",2022-12-24T19:22:31.558883,2024-09-07T12:06:23.727728,2024-10-28 00:30:44.548485,
3331,"[51170, 687, 89222, 92633, 8260]",2023-10-27T19:59:51.965484,2024-01-26T09:40:13.346039,2024-10-28 00:30:44.548485,
6011,"[51044, 9291, 42494, 65552, 95352]",2023-09-25T10:50:19.646348,2023-12-03T20:32:46.849734,2024-10-28 00:30:44.548485,
72993,"[55014, 92654, 83447, 82137, 37745]",2023-09-11T07:45:15.348687,2024-06-19T19:08:13.494527,2024-10-28 00:30:44.548485,
26898,"[15912, 41499, 72854, 94556, 15958]",2023-09-26T17:27:58.362575,2024-04-07T12:43:33.358173,2024-10-28 00:30:44.548485,
27268,"[27818, 37198, 36544, 75369, 16277]",2023-03-17T04:08:55.050776,2024-06-27T06:21:27.483959,2024-10-28 00:30:44.548485,
1183,"[9526, 95556, 34626, 68849, 476]",2022-11-24T20:47:02.396932,2023-01-26T03:11:55.782914,2024-10-28 00:30:44.548485,
78598,"[19605, 71425, 26867, 89304, 36047]",2024-03-12T00:34:02.134920,2024-09-11T23:37:17.362071,2024-10-28 00:30:44.548485,
52031,"[89076, 90547, 8547, 41489, 84163]",2023-05-06T11:12:54.515236,2024-04-20T00:49:37.281553,2024-10-28 00:30:44.548485,
97464,"[45148, 33340, 90765, 42085, 69124]",2024-07-05T09:17:58.657327,2024-10-12T06:55:09.337505,2024-10-28 00:30:44.548485,
90933,"[95352, 31780, 22178, 8751, 30123]",2023-03-23T15:48:56.566996,2024-04-12T13:07:27.536588,2024-10-28 00:30:44.548485,
83196,"[41508, 19623, 21884, 92014, 6508]",2024-02-09T01:01:40.467404,2024-09-26T02:42:21.102966,2024-10-28 00:30:44.548485,
